DB ID,Parasite Reported Name,Parasite Corrected Name,Host Reported Name,Host Corrected Name C&H,Host Corrected Name W&R05,Location,Latitude,Longitude,Resolution,Prevalence,Sample Size,Sample Basis,Host Sex,Host Age,Parasite Type,Close,Sexual,Vertical,Nonclose,Vector,Intermediate,Citation,Full Reference
8669,Metagonimus sp.,NULL,Cheirogaleus medius,Cheirogaleus medius,Cheirogaleus medius,Kirindy,-20.15,44.22,SL,0.026,77.0,Animals,Both Sexes,Unstated,,,,,,,,Springer and Kappeler 2016,"Kappeler, P. M. & Springer, A. (2016). Intestinal parasite communities of six sympatric lemur species at Kirindy Forest, Madagascar. Primate Biology, 3(2), 51."
8670,Subulura sp.,Subulura sp.,Cheirogaleus medius,Cheirogaleus medius,Cheirogaleus medius,Kirindy,-20.15,44.22,SL,0.083,24.0,Animals,Both Sexes,Unstated,Helminth,0.0,0.0,0.0,0.0,0.0,1.0,Springer and Kappeler 2016,"Kappeler, P. M. & Springer, A. (2016). Intestinal parasite communities of six sympatric lemur species at Kirindy Forest, Madagascar. Primate Biology, 3(2), 51."
8671,Hymenolepis sp.,Hymenolepis sp.,Cheirogaleus medius,Cheirogaleus medius,Cheirogaleus medius,Kirindy,-20.15,44.22,SL,0.042,24.0,Animals,Both Sexes,Unstated,Helminth,0.0,0.0,0.0,0.0,0.0,1.0,Springer and Kappeler 2016,"Kappeler, P. M. & Springer, A. (2016). Intestinal parasite communities of six sympatric lemur species at Kirindy Forest, Madagascar. Primate Biology, 3(2), 51."
8672,Trichuris sp.,Trichuris sp.,Cheirogaleus medius,Cheirogaleus medius,Cheirogaleus medius,Kirindy,-20.15,44.22,SL,0.0,24.0,Animals,Both Sexes,Unstated,Helminth,0.0,0.0,0.0,1.0,0.0,0.0,Springer and Kappeler 2016,"Kappeler, P. M. & Springer, A. (2016). Intestinal parasite communities of six sympatric lemur species at Kirindy Forest, Madagascar. Primate Biology, 3(2), 51."
8673,Ascaris sp.,Ascaris sp.,Cheirogaleus medius,Cheirogaleus medius,Cheirogaleus medius,Kirindy,-20.15,44.22,SL,0.042,24.0,Animals,Both Sexes,Unstated,Helminth,0.0,0.0,0.0,1.0,0.0,0.0,Springer and Kappeler 2016,"Kappeler, P. M. & Springer, A. (2016). Intestinal parasite communities of six sympatric lemur species at Kirindy Forest, Madagascar. Primate Biology, 3(2), 51."
8674,Metagonimus sp.,NULL,Cheirogaleus medius,Cheirogaleus medius,Cheirogaleus medius,Kirindy,-20.15,44.22,SL,0.042,24.0,Animals,Both Sexes,Unstated,,,,,,,,Springer and Kappeler 2016,"Kappeler, P. M. & Springer, A. (2016). Intestinal parasite communities of six sympatric lemur species at Kirindy Forest, Madagascar. Primate Biology, 3(2), 51."
8675,Giardia sp.,Giardia sp.,Alouatta seniculus,Alouatta seniculus,Alouatta seniculus,San Juan,6.72,74.15,,0.0,10.0,Samples,Both Sexes,All Ages,Protozoa,0.0,0.0,0.0,1.0,0.0,0.0,Rondon et al. 2017,"Rondon, S., Ortiz, M., Leon, C., Galvis, N., Link, A., & Gonzalez, C. (2017). Seasonality, richness and prevalence of intestinal parasites of three neotropical primates (Alouatta seniculus, Ateles hybridus and Cebus versicolor) in a fragmented forest in Colombia. International Journal for Parasitology: Parasites and Wildlife, 6(3), 202-208."
8676,Giardia sp.,Giardia sp.,Ateles hybridus,,,San Juan,6.72,74.15,,0.0,5.0,Samples,Both Sexes,All Ages,Protozoa,0.0,0.0,0.0,1.0,0.0,0.0,Rondon et al. 2017,"Rondon, S., Ortiz, M., Leon, C., Galvis, N., Link, A., & Gonzalez, C. (2017). Seasonality, richness and prevalence of intestinal parasites of three neotropical primates (Alouatta seniculus, Ateles hybridus and Cebus versicolor) in a fragmented forest in Colombia. International Journal for Parasitology: Parasites and Wildlife, 6(3), 202-208."
8677,Giardia sp.,Giardia sp.,Cebus versicolor,Cebus albifrons,Cebus albifrons,San Juan,6.72,74.15,,0.0,15.0,Samples,Both Sexes,All Ages,Protozoa,0.0,0.0,0.0,1.0,0.0,0.0,Rondon et al. 2017,"Rondon, S., Ortiz, M., Leon, C., Galvis, N., Link, A., & Gonzalez, C. (2017). Seasonality, richness and prevalence of intestinal parasites of three neotropical primates (Alouatta seniculus, Ateles hybridus and Cebus versicolor) in a fragmented forest in Colombia. International Journal for Parasitology: Parasites and Wildlife, 6(3), 202-208."
8678,Blastocystis hominis,Blastocystis hominis,Alouatta seniculus,Alouatta seniculus,Alouatta seniculus,San Juan,6.72,74.15,,0.1,10.0,Samples,Both Sexes,All Ages,Protozoa,1.0,0.0,0.0,1.0,0.0,0.0,Rondon et al. 2017,"Rondon, S., Ortiz, M., Leon, C., Galvis, N., Link, A., & Gonzalez, C. (2017). Seasonality, richness and prevalence of intestinal parasites of three neotropical primates (Alouatta seniculus, Ateles hybridus and Cebus versicolor) in a fragmented forest in Colombia. International Journal for Parasitology: Parasites and Wildlife, 6(3), 202-208."
8679,Blastocystis hominis,Blastocystis hominis,Ateles hybridus,,,San Juan,6.72,74.15,,0.0,5.0,Samples,Both Sexes,All Ages,Protozoa,1.0,0.0,0.0,1.0,0.0,0.0,Rondon et al. 2017,"Rondon, S., Ortiz, M., Leon, C., Galvis, N., Link, A., & Gonzalez, C. (2017). Seasonality, richness and prevalence of intestinal parasites of three neotropical primates (Alouatta seniculus, Ateles hybridus and Cebus versicolor) in a fragmented forest in Colombia. International Journal for Parasitology: Parasites and Wildlife, 6(3), 202-208."
8680,Blastocystis hominis,Blastocystis hominis,Cebus versicolor,Cebus albifrons,Cebus albifrons,San Juan,6.72,74.15,,0.0,15.0,Samples,Both Sexes,All Ages,Protozoa,1.0,0.0,0.0,1.0,0.0,0.0,Rondon et al. 2017,"Rondon, S., Ortiz, M., Leon, C., Galvis, N., Link, A., & Gonzalez, C. (2017). Seasonality, richness and prevalence of intestinal parasites of three neotropical primates (Alouatta seniculus, Ateles hybridus and Cebus versicolor) in a fragmented forest in Colombia. International Journal for Parasitology: Parasites and Wildlife, 6(3), 202-208."
8681,Paracoroptes gordoni,Paracoroptes gordoni,Cercopithecus wolfi,Cercopithecus wolfi,Cercopithecus wolfi,DEM REP CONGO,0.0,25.0,N,,,,,,Arthropod,1.0,0.0,0.0,0.0,0.0,0.0,Bochkov and Grootaert 2014,"Bochkov, A. V., & Grootaert, P. A. T. R. I. C. K. (2014). Mites of the genus Paracoroptes Lavoipierre, 1955 (Acariformes: Psoroptidae)—skin parasites of the African monkeys of the family Cercopithecidae (Primates). Zootaxa, 3887(2), 225-238."
8682,Paracoroptes miopithecus,NULL,Miopithecus talapoin,Miopithecus talapoin,Miopithecus talapoin,DEM REP CONGO,0.0,25.0,N,,,,,,,,,,,,,Bochkov and Grootaert 2014,"Bochkov, A. V., & Grootaert, P. A. T. R. I. C. K. (2014). Mites of the genus Paracoroptes Lavoipierre, 1955 (Acariformes: Psoroptidae)—skin parasites of the African monkeys of the family Cercopithecidae (Primates). Zootaxa, 3887(2), 225-238."
8683,Paracoroptes piliocolobus,NULL,Piliocolobus badius,Colobus badius,Piliocolobus badius,DEM REP CONGO,0.0,25.0,N,,,,,,,,,,,,,Bochkov and Grootaert 2014,"Bochkov, A. V., & Grootaert, P. A. T. R. I. C. K. (2014). Mites of the genus Paracoroptes Lavoipierre, 1955 (Acariformes: Psoroptidae)—skin parasites of the African monkeys of the family Cercopithecidae (Primates). Zootaxa, 3887(2), 225-238."
8684,Bertiella sp.,Bertiella sp.,Propithecus candidus,,,Marojejy,14.45,49.73,,0.285,7.0,Animals,Both Sexes,All Ages,Helminth,0.0,0.0,0.0,0.0,0.0,1.0,Loudon et al. 2017,"Loudon, J. E., Patel, E. R., Faulkner, C., Schopler, R., Kramer, R. A., Williams, C. V., & Herrera, J. P. (2017). 8 An Ethnoprimatological Assessment of Human Impact on the Parasite Ecology of Silky Sifaka (Propithecus candidus). Ethnoprimatology: A Practical Guide to Research at the Human-Nonhuman Primate Interface, 76, 89."
8685,Bertiella sp.,Bertiella sp.,Propithecus candidus,,,Marojejy,14.45,49.73,,0.5,4.0,Animals,Male,All Ages,Helminth,0.0,0.0,0.0,0.0,0.0,1.0,Loudon et al. 2017,"Loudon, J. E., Patel, E. R., Faulkner, C., Schopler, R., Kramer, R. A., Williams, C. V., & Herrera, J. P. (2017). 8 An Ethnoprimatological Assessment of Human Impact on the Parasite Ecology of Silky Sifaka (Propithecus candidus). Ethnoprimatology: A Practical Guide to Research at the Human-Nonhuman Primate Interface, 76, 89."
8686,Bertiella sp.,Bertiella sp.,Propithecus candidus,,,Marojejy,14.45,49.73,,0.0,3.0,Animals,Female,All Ages,Helminth,0.0,0.0,0.0,0.0,0.0,1.0,Loudon et al. 2017,"Loudon, J. E., Patel, E. R., Faulkner, C., Schopler, R., Kramer, R. A., Williams, C. V., & Herrera, J. P. (2017). 8 An Ethnoprimatological Assessment of Human Impact on the Parasite Ecology of Silky Sifaka (Propithecus candidus). Ethnoprimatology: A Practical Guide to Research at the Human-Nonhuman Primate Interface, 76, 89."
8687,Bertiella sp.,Bertiella sp.,Propithecus candidus,,,Makira,15.41,49.37,,0.0,3.0,Animals,Both Sexes,All Ages,Helminth,0.0,0.0,0.0,0.0,0.0,1.0,Loudon et al. 2017,"Loudon, J. E., Patel, E. R., Faulkner, C., Schopler, R., Kramer, R. A., Williams, C. V., & Herrera, J. P. (2017). 8 An Ethnoprimatological Assessment of Human Impact on the Parasite Ecology of Silky Sifaka (Propithecus candidus). Ethnoprimatology: A Practical Guide to Research at the Human-Nonhuman Primate Interface, 76, 89."
8688,Lemuricola sp.,Lemuricola sp.,Propithecus candidus,,,Marojejy,14.45,49.73,,0.714,7.0,Animals,Both Sexes,All Ages,Helminth,0.0,0.0,0.0,1.0,0.0,0.0,Loudon et al. 2017,"Loudon, J. E., Patel, E. R., Faulkner, C., Schopler, R., Kramer, R. A., Williams, C. V., & Herrera, J. P. (2017). 8 An Ethnoprimatological Assessment of Human Impact on the Parasite Ecology of Silky Sifaka (Propithecus candidus). Ethnoprimatology: A Practical Guide to Research at the Human-Nonhuman Primate Interface, 76, 89."
8689,Lemuricola sp.,Lemuricola sp.,Propithecus candidus,,,Marojejy,14.45,49.73,,1.0,3.0,Animals,Female,All Ages,Helminth,0.0,0.0,0.0,1.0,0.0,0.0,Loudon et al. 2017,"Loudon, J. E., Patel, E. R., Faulkner, C., Schopler, R., Kramer, R. A., Williams, C. V., & Herrera, J. P. (2017). 8 An Ethnoprimatological Assessment of Human Impact on the Parasite Ecology of Silky Sifaka (Propithecus candidus). Ethnoprimatology: A Practical Guide to Research at the Human-Nonhuman Primate Interface, 76, 89."
8690,Lemuricola sp.,Lemuricola sp.,Propithecus candidus,,,Marojejy,14.45,49.73,,0.5,4.0,Animals,Male,All Ages,Helminth,0.0,0.0,0.0,1.0,0.0,0.0,Loudon et al. 2017,"Loudon, J. E., Patel, E. R., Faulkner, C., Schopler, R., Kramer, R. A., Williams, C. V., & Herrera, J. P. (2017). 8 An Ethnoprimatological Assessment of Human Impact on the Parasite Ecology of Silky Sifaka (Propithecus candidus). Ethnoprimatology: A Practical Guide to Research at the Human-Nonhuman Primate Interface, 76, 89."
8691,Lemuricola sp.,Lemuricola sp.,Propithecus candidus,,,Makira,15.41,49.37,,0.0,3.0,Animals,Both Sexes,All Ages,Helminth,0.0,0.0,0.0,1.0,0.0,0.0,Loudon et al. 2017,"Loudon, J. E., Patel, E. R., Faulkner, C., Schopler, R., Kramer, R. A., Williams, C. V., & Herrera, J. P. (2017). 8 An Ethnoprimatological Assessment of Human Impact on the Parasite Ecology of Silky Sifaka (Propithecus candidus). Ethnoprimatology: A Practical Guide to Research at the Human-Nonhuman Primate Interface, 76, 89."
8692,Lemurostrongylus sp.,Lemurostrongylus sp.,Propithecus candidus,,,Marojejy,14.45,49.73,,1.0,7.0,Animals,Both Sexes,All Ages,Helminth,0.0,0.0,0.0,1.0,0.0,0.0,Loudon et al. 2017,"Loudon, J. E., Patel, E. R., Faulkner, C., Schopler, R., Kramer, R. A., Williams, C. V., & Herrera, J. P. (2017). 8 An Ethnoprimatological Assessment of Human Impact on the Parasite Ecology of Silky Sifaka (Propithecus candidus). Ethnoprimatology: A Practical Guide to Research at the Human-Nonhuman Primate Interface, 76, 89."
8693,Lemurostrongylus sp.,Lemurostrongylus sp.,Propithecus candidus,,,Marojejy,14.45,49.73,,1.0,3.0,Animals,Female,All Ages,Helminth,0.0,0.0,0.0,1.0,0.0,0.0,Loudon et al. 2017,"Loudon, J. E., Patel, E. R., Faulkner, C., Schopler, R., Kramer, R. A., Williams, C. V., & Herrera, J. P. (2017). 8 An Ethnoprimatological Assessment of Human Impact on the Parasite Ecology of Silky Sifaka (Propithecus candidus). Ethnoprimatology: A Practical Guide to Research at the Human-Nonhuman Primate Interface, 76, 89."
8694,Lemurostrongylus sp.,Lemurostrongylus sp.,Propithecus candidus,,,Marojejy,14.45,49.73,,1.0,4.0,Animals,Male,All Ages,Helminth,0.0,0.0,0.0,1.0,0.0,0.0,Loudon et al. 2017,"Loudon, J. E., Patel, E. R., Faulkner, C., Schopler, R., Kramer, R. A., Williams, C. V., & Herrera, J. P. (2017). 8 An Ethnoprimatological Assessment of Human Impact on the Parasite Ecology of Silky Sifaka (Propithecus candidus). Ethnoprimatology: A Practical Guide to Research at the Human-Nonhuman Primate Interface, 76, 89."
8695,Lemurostrongylus sp.,Lemurostrongylus sp.,Propithecus candidus,,,Makira,15.41,49.37,,0.33,3.0,Animals,Both Sexes,All Ages,Helminth,0.0,0.0,0.0,1.0,0.0,0.0,Loudon et al. 2017,"Loudon, J. E., Patel, E. R., Faulkner, C., Schopler, R., Kramer, R. A., Williams, C. V., & Herrera, J. P. (2017). 8 An Ethnoprimatological Assessment of Human Impact on the Parasite Ecology of Silky Sifaka (Propithecus candidus). Ethnoprimatology: A Practical Guide to Research at the Human-Nonhuman Primate Interface, 76, 89."
8696,Gaudalges sp.,NULL,Propithecus candidus,,,Marojejy,14.45,49.73,,1.0,7.0,Animals,Both Sexes,All Ages,,,,,,,,Loudon et al. 2017,"Loudon, J. E., Patel, E. R., Faulkner, C., Schopler, R., Kramer, R. A., Williams, C. V., & Herrera, J. P. (2017). 8 An Ethnoprimatological Assessment of Human Impact on the Parasite Ecology of Silky Sifaka (Propithecus candidus). Ethnoprimatology: A Practical Guide to Research at the Human-Nonhuman Primate Interface, 76, 89."
8697,Gaudalges sp.,NULL,Propithecus candidus,,,Marojejy,14.45,49.73,,1.0,3.0,Animals,Female,All Ages,,,,,,,,Loudon et al. 2017,"Loudon, J. E., Patel, E. R., Faulkner, C., Schopler, R., Kramer, R. A., Williams, C. V., & Herrera, J. P. (2017). 8 An Ethnoprimatological Assessment of Human Impact on the Parasite Ecology of Silky Sifaka (Propithecus candidus). Ethnoprimatology: A Practical Guide to Research at the Human-Nonhuman Primate Interface, 76, 89."
8698,Gaudalges sp.,NULL,Propithecus candidus,,,Marojejy,14.45,49.73,,1.0,4.0,Animals,Male,All Ages,,,,,,,,Loudon et al. 2017,"Loudon, J. E., Patel, E. R., Faulkner, C., Schopler, R., Kramer, R. A., Williams, C. V., & Herrera, J. P. (2017). 8 An Ethnoprimatological Assessment of Human Impact on the Parasite Ecology of Silky Sifaka (Propithecus candidus). Ethnoprimatology: A Practical Guide to Research at the Human-Nonhuman Primate Interface, 76, 89."
8699,Gaudalges sp.,NULL,Propithecus candidus,,,Makira,15.41,49.37,,0.0,3.0,Animals,Both Sexes,All Ages,,,,,,,,Loudon et al. 2017,"Loudon, J. E., Patel, E. R., Faulkner, C., Schopler, R., Kramer, R. A., Williams, C. V., & Herrera, J. P. (2017). 8 An Ethnoprimatological Assessment of Human Impact on the Parasite Ecology of Silky Sifaka (Propithecus candidus). Ethnoprimatology: A Practical Guide to Research at the Human-Nonhuman Primate Interface, 76, 89."
8700,Listrophriodes sp.,NULL,Propithecus candidus,,,Marojejy,14.45,49.73,,1.0,7.0,Animals,Both Sexes,All Ages,,,,,,,,Loudon et al. 2017,"Loudon, J. E., Patel, E. R., Faulkner, C., Schopler, R., Kramer, R. A., Williams, C. V., & Herrera, J. P. (2017). 8 An Ethnoprimatological Assessment of Human Impact on the Parasite Ecology of Silky Sifaka (Propithecus candidus). Ethnoprimatology: A Practical Guide to Research at the Human-Nonhuman Primate Interface, 76, 89."
8701,Listrophriodes sp.,NULL,Propithecus candidus,,,Marojejy,14.45,49.73,,1.0,3.0,Animals,Female,All Ages,,,,,,,,Loudon et al. 2017,"Loudon, J. E., Patel, E. R., Faulkner, C., Schopler, R., Kramer, R. A., Williams, C. V., & Herrera, J. P. (2017). 8 An Ethnoprimatological Assessment of Human Impact on the Parasite Ecology of Silky Sifaka (Propithecus candidus). Ethnoprimatology: A Practical Guide to Research at the Human-Nonhuman Primate Interface, 76, 89."
8702,Listrophriodes sp.,NULL,Propithecus candidus,,,Marojejy,14.45,49.73,,1.0,4.0,Animals,Male,All Ages,,,,,,,,Loudon et al. 2017,"Loudon, J. E., Patel, E. R., Faulkner, C., Schopler, R., Kramer, R. A., Williams, C. V., & Herrera, J. P. (2017). 8 An Ethnoprimatological Assessment of Human Impact on the Parasite Ecology of Silky Sifaka (Propithecus candidus). Ethnoprimatology: A Practical Guide to Research at the Human-Nonhuman Primate Interface, 76, 89."
8703,Listrophriodes sp.,NULL,Propithecus candidus,,,Makira,15.41,49.37,,1.0,3.0,Animals,Both Sexes,All Ages,,,,,,,,Loudon et al. 2017,"Loudon, J. E., Patel, E. R., Faulkner, C., Schopler, R., Kramer, R. A., Williams, C. V., & Herrera, J. P. (2017). 8 An Ethnoprimatological Assessment of Human Impact on the Parasite Ecology of Silky Sifaka (Propithecus candidus). Ethnoprimatology: A Practical Guide to Research at the Human-Nonhuman Primate Interface, 76, 89."
8704,Giardia sp.,Giardia sp.,Propithecus candidus,,,Marojejy,14.45,49.73,,0.0,7.0,Animals,Both Sexes,All Ages,Protozoa,0.0,0.0,0.0,1.0,0.0,0.0,Loudon et al. 2017,"Loudon, J. E., Patel, E. R., Faulkner, C., Schopler, R., Kramer, R. A., Williams, C. V., & Herrera, J. P. (2017). 8 An Ethnoprimatological Assessment of Human Impact on the Parasite Ecology of Silky Sifaka (Propithecus candidus). Ethnoprimatology: A Practical Guide to Research at the Human-Nonhuman Primate Interface, 76, 89."
8708,Cryptosporidium sp.,Cryptosporidium sp.,Propithecus candidus,,,Marojejy,14.45,49.73,,0.0,7.0,Animals,Both Sexes,All Ages,Protozoa,1.0,0.0,0.0,1.0,0.0,0.0,Loudon et al. 2017,"Loudon, J. E., Patel, E. R., Faulkner, C., Schopler, R., Kramer, R. A., Williams, C. V., & Herrera, J. P. (2017). 8 An Ethnoprimatological Assessment of Human Impact on the Parasite Ecology of Silky Sifaka (Propithecus candidus). Ethnoprimatology: A Practical Guide to Research at the Human-Nonhuman Primate Interface, 76, 89."
8712,Strongyloides sp.,Strongyloides sp.,Microcebus rufus,Microcebus rufus,Microcebus rufus,Ranomafana,-21.26,47.33,SL,0.883,120.0,Animals,Both Sexes,All Ages,Helminth,0.0,0.0,0.0,1.0,0.0,0.0,Rafalinirina et al. 2015,"Rafalinirina, H. A., Aivelo, T., Wright, P. C., & Randrianasy, J. (2015). Comparison of parasitic infections and body condition in rufous mouse lemurs (Microcebus rufus) at Ranomafana National Park, southeast Madagascar. Madagascar Conservation & Development, 10(2), 60-66."
8713,Strongyloides sp.,Strongyloides sp.,Microcebus rufus,Microcebus rufus,Microcebus rufus,Ranomafana,-21.26,47.33,SL,0.8,45.0,Animals,Female,All Ages,Helminth,0.0,0.0,0.0,1.0,0.0,0.0,Rafalinirina et al. 2015,"Rafalinirina, H. A., Aivelo, T., Wright, P. C., & Randrianasy, J. (2015). Comparison of parasitic infections and body condition in rufous mouse lemurs (Microcebus rufus) at Ranomafana National Park, southeast Madagascar. Madagascar Conservation & Development, 10(2), 60-66."
8714,Strongyloides sp.,Strongyloides sp.,Microcebus rufus,Microcebus rufus,Microcebus rufus,Ranomafana,-21.26,47.33,SL,0.933,75.0,Animals,Male,All Ages,Helminth,0.0,0.0,0.0,1.0,0.0,0.0,Rafalinirina et al. 2015,"Rafalinirina, H. A., Aivelo, T., Wright, P. C., & Randrianasy, J. (2015). Comparison of parasitic infections and body condition in rufous mouse lemurs (Microcebus rufus) at Ranomafana National Park, southeast Madagascar. Madagascar Conservation & Development, 10(2), 60-66."
8715,Hymenolepis sp.,Hymenolepis sp.,Microcebus rufus,Microcebus rufus,Microcebus rufus,Ranomafana,-21.26,47.33,SL,0.592,120.0,Animals,Both Sexes,All Ages,Helminth,0.0,0.0,0.0,0.0,0.0,1.0,Rafalinirina et al. 2015,"Rafalinirina, H. A., Aivelo, T., Wright, P. C., & Randrianasy, J. (2015). Comparison of parasitic infections and body condition in rufous mouse lemurs (Microcebus rufus) at Ranomafana National Park, southeast Madagascar. Madagascar Conservation & Development, 10(2), 60-66."
8716,Hymenolepis sp.,Hymenolepis sp.,Microcebus rufus,Microcebus rufus,Microcebus rufus,Ranomafana,-21.26,47.33,SL,0.333,45.0,Animals,Female,All Ages,Helminth,0.0,0.0,0.0,0.0,0.0,1.0,Rafalinirina et al. 2015,"Rafalinirina, H. A., Aivelo, T., Wright, P. C., & Randrianasy, J. (2015). Comparison of parasitic infections and body condition in rufous mouse lemurs (Microcebus rufus) at Ranomafana National Park, southeast Madagascar. Madagascar Conservation & Development, 10(2), 60-66."
8717,Hymenolepis sp.,Hymenolepis sp.,Microcebus rufus,Microcebus rufus,Microcebus rufus,Ranomafana,-21.26,47.33,SL,0.747,75.0,Animals,Male,All Ages,Helminth,0.0,0.0,0.0,0.0,0.0,1.0,Rafalinirina et al. 2015,"Rafalinirina, H. A., Aivelo, T., Wright, P. C., & Randrianasy, J. (2015). Comparison of parasitic infections and body condition in rufous mouse lemurs (Microcebus rufus) at Ranomafana National Park, southeast Madagascar. Madagascar Conservation & Development, 10(2), 60-66."
8718,Lemurpediculus verruculosus,Lemurpediculus verruculosus,Microcebus rufus,Microcebus rufus,Microcebus rufus,Ranomafana,-21.26,47.33,SL,0.533,120.0,Animals,Both Sexes,All Ages,,,,,,,,Rafalinirina et al. 2015,"Rafalinirina, H. A., Aivelo, T., Wright, P. C., & Randrianasy, J. (2015). Comparison of parasitic infections and body condition in rufous mouse lemurs (Microcebus rufus) at Ranomafana National Park, southeast Madagascar. Madagascar Conservation & Development, 10(2), 60-66."
8719,Lemurpediculus verruculosus,Lemurpediculus verruculosus,Microcebus rufus,Microcebus rufus,Microcebus rufus,Ranomafana,-21.26,47.33,SL,0.244,45.0,Animals,Female,All Ages,,,,,,,,Rafalinirina et al. 2015,"Rafalinirina, H. A., Aivelo, T., Wright, P. C., & Randrianasy, J. (2015). Comparison of parasitic infections and body condition in rufous mouse lemurs (Microcebus rufus) at Ranomafana National Park, southeast Madagascar. Madagascar Conservation & Development, 10(2), 60-66."
8720,Lemurpediculus verruculosus,Lemurpediculus verruculosus,Microcebus rufus,Microcebus rufus,Microcebus rufus,Ranomafana,-21.26,47.33,SL,0.707,75.0,Animals,Male,All Ages,,,,,,,,Rafalinirina et al. 2015,"Rafalinirina, H. A., Aivelo, T., Wright, P. C., & Randrianasy, J. (2015). Comparison of parasitic infections and body condition in rufous mouse lemurs (Microcebus rufus) at Ranomafana National Park, southeast Madagascar. Madagascar Conservation & Development, 10(2), 60-66."
8721,Lemurpediculus robbinsi sp.,NULL,Cheirogaleus crossleyi,,,MADAGASCAR,-20.0,47.0,N,,,Animals,Both Sexes,All Ages,,,,,,,,Durden et al. 2017,"Durden, L. A., Blanco, M. B., & Seabolt, M. H. (2017). Two New Species of Sucking Lice (Phthiraptera: Anoplura: Polyplacidae) From Endangered, Hibernating Lemurs (Primates: Cheirogaleidae). Journal of Medical Entomology, 54(3), 568-575."
8722,Lemurpediculus claytoni sp.,NULL,Cheirogaleus sibreei,,,MADAGASCAR,-20.0,47.0,N,,,Animals,Both Sexes,All Ages,,,,,,,,Durden et al. 2017,"Durden, L. A., Blanco, M. B., & Seabolt, M. H. (2017). Two New Species of Sucking Lice (Phthiraptera: Anoplura: Polyplacidae) From Endangered, Hibernating Lemurs (Primates: Cheirogaleidae). Journal of Medical Entomology, 54(3), 568-575."
8724,Adenovirus,Mastadenovirus sp.,Avahi laniger,Avahi laniger,Avahi laniger,Ranomafana,-21.26,47.33,SL,0.0,1.0,Animals,Female,Immature,Virus,1.0,0.0,0.0,1.0,0.0,0.0,Zohdy et al. 2015,"Zohdy, S., Grossman, M. K., Fried, I. R., Rasambainarivo, F. T., Wright, P. C., & Gillespie, T. R. (2015). Diversity and prevalence of diarrhea-associated viruses in the lemur community and associated human population of Ranomafana National Park, Madagascar. International Journal of Primatology, 36(1), 143-153."
8725,Enterovirus,NULL,Avahi laniger,Avahi laniger,Avahi laniger,Ranomafana,-21.26,47.33,SL,0.0,1.0,Animals,Female,Immature,,,,,,,,Zohdy et al. 2015,"Zohdy, S., Grossman, M. K., Fried, I. R., Rasambainarivo, F. T., Wright, P. C., & Gillespie, T. R. (2015). Diversity and prevalence of diarrhea-associated viruses in the lemur community and associated human population of Ranomafana National Park, Madagascar. International Journal of Primatology, 36(1), 143-153."
8726,Norovirus GI,NULL,Avahi laniger,Avahi laniger,Avahi laniger,Ranomafana,-21.26,47.33,SL,1.0,1.0,Animals,Female,Immature,,,,,,,,Zohdy et al. 2015,"Zohdy, S., Grossman, M. K., Fried, I. R., Rasambainarivo, F. T., Wright, P. C., & Gillespie, T. R. (2015). Diversity and prevalence of diarrhea-associated viruses in the lemur community and associated human population of Ranomafana National Park, Madagascar. International Journal of Primatology, 36(1), 143-153."
8727,Norovirus GII,NULL,Avahi laniger,Avahi laniger,Avahi laniger,Ranomafana,-21.26,47.33,SL,1.0,1.0,Animals,Female,Immature,,,,,,,,Zohdy et al. 2015,"Zohdy, S., Grossman, M. K., Fried, I. R., Rasambainarivo, F. T., Wright, P. C., & Gillespie, T. R. (2015). Diversity and prevalence of diarrhea-associated viruses in the lemur community and associated human population of Ranomafana National Park, Madagascar. International Journal of Primatology, 36(1), 143-153."
8728,Rotavirus,Rotavirus sp.,Avahi laniger,Avahi laniger,Avahi laniger,Ranomafana,-21.26,47.33,SL,0.0,0.0,Animals,Female,Immature,Virus,1.0,0.0,0.0,1.0,0.0,0.0,Zohdy et al. 2015,"Zohdy, S., Grossman, M. K., Fried, I. R., Rasambainarivo, F. T., Wright, P. C., & Gillespie, T. R. (2015). Diversity and prevalence of diarrhea-associated viruses in the lemur community and associated human population of Ranomafana National Park, Madagascar. International Journal of Primatology, 36(1), 143-153."
8729,Adenovirus,Mastadenovirus sp.,Eulemur rubriventer,Eulemur rubriventer,Eulemur rubriventer,Ranomafana,-21.26,47.33,SL,0.25,20.0,Animals,Both Sexes,All Ages,Virus,1.0,0.0,0.0,1.0,0.0,0.0,Zohdy et al. 2015,"Zohdy, S., Grossman, M. K., Fried, I. R., Rasambainarivo, F. T., Wright, P. C., & Gillespie, T. R. (2015). Diversity and prevalence of diarrhea-associated viruses in the lemur community and associated human population of Ranomafana National Park, Madagascar. International Journal of Primatology, 36(1), 143-153."
8730,Enterovirus,NULL,Eulemur rubriventer,Eulemur rubriventer,Eulemur rubriventer,Ranomafana,-21.26,47.33,SL,0.4,20.0,Animals,Both Sexes,All Ages,,,,,,,,Zohdy et al. 2015,"Zohdy, S., Grossman, M. K., Fried, I. R., Rasambainarivo, F. T., Wright, P. C., & Gillespie, T. R. (2015). Diversity and prevalence of diarrhea-associated viruses in the lemur community and associated human population of Ranomafana National Park, Madagascar. International Journal of Primatology, 36(1), 143-153."
